A,LFRT,M,TOTAL,PER,NO	2737332 	2755119 	2766311 	2822530 	2878428 	2927734 	2967930 	2997109 	3012920 	3017065 	3015897 	3014351 	3012530 	3004428 	2986576 	2959736 	2927859 	2895242 
A,LFRT,M,TOTAL,PER,PL	18210293 	18478535 	18363669 	17803910 	17262923 	16835488 	16460610 	16106570 	15722972 	15291958 	14819073 	14337430 	13894345 	13499016 	13167774 	12884179 	12639373 	12421284 
A,LFRT,M,TOTAL,PER,PT	4923101 	4940817 	4923124 	4836352 	4742034 	4647824 	4547989 	4437919 	4321358 	4204566 	4094521 	3999361 	3924887 	3871581 	3834255 	3805149 	3783365 	3774739 
A,LFRT,M,TOTAL,PER,RO	9239811 	9228527 	9100589 	8734817 	8416932 	8153897 	7925590 	7699617 	7470450 	7226049 	6994055 	6792370 	6632555 	6502328 	6400368 	6310906 	6229883 	6154421 
A,LFRT,M,TOTAL,PER,SE	5260707 	5311265 	5364088 	5474235 	5566241 	5655693 	5745775 	5825351 	5881379 	5909262 	5913350 	5908640 	5897288 	5869972 	5822188 	5756887 	5680437 	5593770 
A,LFRT,M,TOTAL,PER,SI	1057695 	1062704 	1063612 	1059416 	1052639 	1046136 	1039852 	1030536 	1016351 	997723 	977716 	958343 	941451 	926938 	913328 	899136 	883720 	867481 
A,LFRT,M,TOTAL,PER,SK	2657903 	2686032 	2673803 	2621205 	2562855 	2511516 	2464943 	2416369 	2360483 	2293927 	2218333 	2142147 	2073006 	2013154 	1963563 	1920988 	1882756 	1847894 
A,LFRT,T,TOTAL,PER,AT	8978929 	9073118 	9077804 	9099929 	9127276 	9150067 	9153503 	9130336 	9067165 	8974848 	8876364 	8789262 	8708956 	8622929 	8530081 	8430816 	8330680 	8235279 
A,LFRT,T,TOTAL,PER,BE	11617623 	11730662 	11783590 	11848784 	11907269 	11963939 	11994472 	11981767 	11916645 	11813835 	11700107 	11592855 	11489427 	11369881 	11220513 	11040159 	10837703 	10625536 
A,LFRT,T,TOTAL,PER,BG	6838937 	6941042 	6837584 	6497916 	6207102 	5981091 	5780930 	5587021 	5393659 	5191144 	4985834 	4797291 	4635329 	4500024 	4391873 	4307654 	4239931 	4179736 
A,LFRT,T,TOTAL,PER,CH	8738791 	8831768 	8888993 	9018747 	9128102 	9218986 	9291533 	9343150 	9355331 	9324925 	9271734 	9216017 	9162661 	9106182 	9046198 	8983123 	8923200 	8869248 
A,LFRT,T,TOTAL,PER,CY	904705 	926006 	937590 	943526 	944472 	944250 	942832 	941327 	939458 	936382 	931609 	924761 	916417 	907539 	899015 	892685 	888877 	887635 
A,LFRT,T,TOTAL,PER,CZ	10516707 	10963888 	10973632 	10706040 	10488017 	10382321 	10308358 	10224667 	10113279 	9953208 	9745652 	9535688 	9361974 	9223412 	9108899 	9001249 	8892044 	8775941 
A,LFRT,T,TOTAL,PER,DE	83237124 	84551929 	84893161 	84200903 	83411512 	82712379 	81947539 	81089291 	80095682 	78982842 	77958044 	77074999 	76222741 	75309101 	74367271 	73380228 	72367193 	71374960 
A,LFRT,T,TOTAL,PER,DK	5873420 	5927971 	5954084 	5968848 	5960599 	5936410 	5899664 	5853802 	5801676 	5743736 	5683587 	5624508 	5567512 	5503104 	5426750 	5337660 	5246111 	5163259 
A,LFRT,T,TOTAL,PER,EA20	346668189 	349789230 	350524366 	348778977 	346682175 	344576196 	341683243 	337554663 	332032386 	325454496 	318758879 	312685598 	307291923 	302242026 	297218304 	291930525 	286367045 	280788575 
A,LFRT,T,TOTAL,PER,EE	1331796 	1371817 	1372289 	1341163 	1315665 	1302764 	1291850 	1279744 	1264510 	1243877 	1219753 	1196076 	1174551 	1153713 	1134409 	1117343 	1102372 	1087472 
A,LFRT,T,TOTAL,PER,EL	10459782 	10416542 	10289242 	9927986 	9586140 	9265616 	8953517 	8621554 	8258966 	7881494 	7514968 	7189168 	6926029 	6723607 	6573348 	6455889 	6350491 	6254020 
A,LFRT,T,TOTAL,PER,ES	47432893 	47980384 	48480076 	48791667 	48937051 	49069797 	49039047 	48659768 	47893694 	46828421 	45629493 	44481038 	43492367 	42667615 	41932543 	41152821 	40280978 	39346954 
A,LFRT,T,TOTAL,PER,EU27_2020	446735291 	451385792 	451562633 	447164432 	442659813 	438680995 	434107870 	428295985 	420972601 	412366140 	403471247 	395233260 	387898991 	381107610 	374566427 	367915349 	361135492 	354447637 
A,LFRT,T,TOTAL,PER,FI	5548241 	5608235 	5621100 	5564326 	5487963 	5404013 	5316367 	5223292 	5121584 	5015894 	4908405 	4800463 	4688490 	4567868 	4436099 	4299147 	4163954 	4035429 
A,LFRT,T,TOTAL,PER,FR	67871925 	68227636 	68367230 	68372116 	68293716 	68114439 	67685320 	66999933 	66052991 	64906392 	63731798 	62657229 	61651302 	60627051 	59510260 	58305007 	57018615 	55708350 
A,LFRT,T,TOTAL,PER,HR	3862305 	3854381 	3797841 	3650018 	3521961 	3399109 	3282019 	3168591 	3058019 	2950944 	2851647 	2759355 	2677672 	2605892 	2542846 	2485967 	2432163 	2385397 
A,LFRT,T,TOTAL,PER,HU	9689010 	9689361 	9607649 	9399316 	9209994 	9050189 	8919412 	8788923 	8657856 	8511095 	8341740 	8173355 	8028723 	7905915 	7803678 	7709417 	7619291 	7536660 
A,LFRT,T,TOTAL,PER,IE	5060004 	5174288 	5235607 	5340890 	5448555 	5561972 	5662269 	5727008 	5739227 	5703143 	5638655 	5565014 	5493387 	5422195 	5343340 	5246782 	5128610 	4997381 
A,LFRT,T,TOTAL,PER,IS	376248 	386331 	400051 	428057 	453286 	475997 	495494 	511801 	525228 	536497 	545592 	552268 	556288 	557323 	555384 	551395 	546452 	541670 
A,LFRT,T,TOTAL,PER,IT	59030133 	59058615 	58795332 	58226889 	57708948 	57180081 	56476254 	55457804 	54103248 	52509723 	50903725 	49507370 	48387368 	47446686 	46535077 	45548843 	44486061 	43405313 
A,LFRT,T,TOTAL,PER,LT	2805998 	2869396 	2850411 	2709100 	2570931 	2456496 	2349167 	2245324 	2142818 	2042165 	1946660 	1859309 	1781814 	1712142 	1649923 	1596201 	1554495 	1523047 
A,LFRT,T,TOTAL,PER,LU	645397 	662537 	684271 	730283 	771261 	807072 	836941 	861020 	879589 	893220 	902574 	908086 	910104 	908704 	904214 	897407 	889538 	881870 
A,LFRT,T,TOTAL,PER,LV	1875757 	1894146 	1856666 	1735595 	1627603 	1542480 	1468342 	1399815 	1332999 	1265769 	1200578 	1143868 	1096931 	1057385 	1026373 	1002716 	985650 	972036 
A,LFRT,T,TOTAL,PER,MT	520971 	532640 	551735 	597913 	637490 	670103 	697119 	719710 	738753 	753716 	762865 	765078 	760510 	749884 	734454 	716169 	697523 	679802 
A,LFRT,T,TOTAL,PER,NL	17590672 	17823388 	17977199 	18086826 	18128002 	18108342 	18006211 	17849329 	17651626 	17432592 	17226948 	17053299 	16871821 	16650694 	16374826 	16052449 	15707136 	15373056 
A,LFRT,T,TOTAL,PER,NO	5425270 	5467532 	5487362 	5588920 	5695712 	5793063 	5872522 	5930902 	5963735 	5972992 	5970212 	5966594 	5963926 	5950537 	5918267 	5868470 	5809118 	5748037 
A,LFRT,T,TOTAL,PER,PL	37654247 	38482931 	38247111 	36979615 	35799570 	34869075 	33998587 	33147746 	32251515 	31288343 	30253090 	29187254 	28175055 	27245601 	26454864 	25792035 	25248197 	24789978 
A,LFRT,T,TOTAL,PER,PT	10352042 	10392897 	10339399 	10135905 	9929055 	9725153 	9505408 	9258651 	8992155 	8720701 	8460417 	8229062 	8040690 	7902900 	7807988 	7736423 	7680890 	7650081 
A,LFRT,T,TOTAL,PER,RO	19042455 	19030292 	18758651 	17973668 	17281770 	16689716 	16157581 	15632482 	15110993 	14562614 	14039485 	13579602 	13210030 	12908759 	12674633 	12477657 	12310255 	12161413 
A,LFRT,T,TOTAL,PER,SE	10452326 	10561077 	10659556 	10860052 	11030586 	11195997 	11360095 	11506681 	11611237 	11661504 	11662980 	11649964 	11628445 	11578769 	11487426 	11359152 	11212618 	11052075 
A,LFRT,T,TOTAL,PER,SI	2107180 	2116709 	2113725 	2095002 	2073606 	2053794 	2033867 	2007256 	1971077 	1926937 	1881225 	1838204 	1800869 	1769098 	1740890 	1713934 	1686599 	1658492 
A,LFRT,T,TOTAL,PER,SK	5434712 	5523904 	5500098 	5380156 	5253699 	5144330 	5041199 	4933143 	4812180 	4671601 	4513044 	4351102 	4200477 	4067142 	3954834 	3859539 	3777517 	3706465 
A,LMIGR,F,TOTAL,PER,AT	4553444 	4619179 	4622579 	4636036 	4652698 	4666998 	4669065 	4659184 	4631857 	4592396 	4550252 	4514492 	4484232 	4454082 	4424246 	4397118 	4375770 	4359529 
A,LMIGR,F,TOTAL,PER,BE	5883978 	5947528 	5976430 	6020020 	6063161 	6104781 	6128399 	6129700 	6109649 	6078400 	6045122 	6015322 	5987022 	5951456 	5904199 	5848778 	5791344 	5732939 
A,LMIGR,F,TOTAL,PER,BG	3527626 	3605059 	3553310 	3381926 	3235510 	3122050 	3020371 	2924231 	2832083 	2737606 	2641255 	2551442 	2473717 	2409304 	2359301 	2324377 	2301994 	2284427 
A,LMIGR,F,TOTAL,PER,CH	4400588 	4456498 	4483737 	4544063 	4593689 	4632038 	4659453 	4678889 	4683328 	4671175 	4648600 	4624106 	4601512 	4579412 	4558843 	4542784 	4535371 	4534027 
A,LMIGR,F,TOTAL,PER,CY	463622 	476907 	479976 	476721 	471095 	464961 	458602 	452974 	448063 	443428 	438251 	431976 	425423 	419551 	415260 	413648 	414668 	417666 
A,LMIGR,F,TOTAL,PER,CZ	5332932 	5608669 	5606857 	5463270 	5347093 	5289889 	5246107 	5203090 	5156038 	5092436 	5005958 	4913622 	4837221 	4782578 	4746106 	4720858 	4703595 	4686512 
A,LMIGR,F,TOTAL,PER,DE	42170339 	42921064 	42998986 	42599121 	42180134 	41802642 	41366066 	40884059 	40352854 	39794090 	39295310 	38885939 	38514499 	38141141 	37793330 	37485226 	37229714 	37008069 
A,LMIGR,F,TOTAL,PER,DK	2950505 	2981828 	2993463 	3002933 	2998957 	2982397 	2954896 	2923798 	2895159 	2869575 	2843682 	2815986 	2788343 	2759667 	2729601 	2698611 	2671189 	2649764 
A,LMIGR,F,TOTAL,PER,EA20	177096882 	178934451 	179145942 	178268084 	177288613 	176235394 	174603841 	172293795 	169339485 	165976925 	162599123 	159518917 	156779791 	154291278 	151981349 	149815457 	147798728 	145877167 
A,LMIGR,F,TOTAL,PER,EE	698381 	722603 	719458 	697678 	680026 	669787 	660647 	651617 	642333 	631978 	621131 	611096 	602600 	594917 	588359 	583759 	581437 	579722 
A,LMIGR,F,TOTAL,PER,EL	5345035 	5326386 	5268680 	5102439 	4944267 	4790396 	4631666 	4456780 	4262967 	4061348 	3863956 	3683880 	3532721 	3413156 	3324105 	3259059 	3208359 	3166307 
A,LMIGR,F,TOTAL,PER,ES	24195741 	24518040 	24683125 	24756042 	24771370 	24773596 	24677647 	24398697 	23914262 	23275011 	22564533 	21866337 	21239374 	20708305 	20260209 	19842175 	19428942 	19011753 
A,LMIGR,F,TOTAL,PER,EU27_2020	228390297 	231230641 	231167249 	228977647 	226797856 	224786106 	222239290 	219031310 	215191914 	210901098 	206526558 	202446159 	198806469 	195535719 	192596186 	189947734 	187601136 	185437668 
A,LMIGR,F,TOTAL,PER,FI	2805140 	2839017 	2843998 	2820736 	2788343 	2749253 	2703648 	2654150 	2602621 	2553372 	2506500 	2461183 	2414042 	2362113 	2304790 	2246682 	2192261 	2142408 
A,LMIGR,F,TOTAL,PER,FR	35035940 	35229080 	35377177 	35584388 	35736486 	35793893 	35652116 	35351602 	34947472 	34489804 	34031849 	33605109 	33188033 	32749803 	32277397 	31811526 	31362941 	30911849 
A,LMIGR,F,TOTAL,PER,HR	2000012 	1994685 	1961555 	1881367 	1810361 	1739899 	1669492 	1600266 	1534263 	1473116 	1418037 	1367411 	1322871 	1284649 	1253234 	1228134 	1207198 	1190260 
A,LMIGR,F,TOTAL,PER,HU	5044135 	5044661 	5003470 	4898610 	4799912 	4711294 	4634802 	4563435 	4500398 	4437917 	4365526 	4290686 	4227064 	4178317 	4145497 	4123147 	4108887 	4099937 
A,LMIGR,F,TOTAL,PER,IE	2556297 	2623904 	2653482 	2706578 	2761843 	2821211 	2872682 	2906368 	2914049 	2899496 	2872378 	2839922 	2806926 	2774657 	2741837 	2705895 	2664765 	2619376 
A,LMIGR,F,TOTAL,PER,IS	183153 	187677 	193209 	205121 	216186 	226267 	234970 	242420 	249063 	255279 	261033 	265971 	269886 	272720 	274512 	275577 	276374 	277169 
A,LMIGR,F,TOTAL,PER,IT	30211177 	30235857 	30069506 	29695266 	29354980 	29009904 	28560356 	27942762 	27151944 	26240694 	25318017 	24500149 	23833860 	23289243 	22799438 	22321810 	21855258 	21401339 
A,LMIGR,F,TOTAL,PER,LT	1499399 	1538001 	1521055 	1432833 	1347250 	1274320 	1203846 	1135323 	1069267 	1006935 	949593 	898508 	854751 	817305 	785576 	760559 	744131 	734184 
A,LMIGR,F,TOTAL,PER,LU	320333 	329401 	340499 	364647 	386858 	406881 	424121 	438744 	450948 	461212 	469676 	476132 	480725 	483572 	485003 	485572 	485941 	486481 
A,LMIGR,F,TOTAL,PER,LV	1006700 	1018051 	995791 	929141 	869696 	822108 	779573 	740033 	702193 	665286 	630244 	600095 	575452 	554944 	539128 	528184 	522138 	518547 
A,LMIGR,F,TOTAL,PER,MT	250905 	255937 	260873 	274000 	285085 	293758 	300752 	306905 	312639 	317712 	321168 	322317 	321125 	317938 	313263 	307861 	302771 	298323 
A,LMIGR,F,TOTAL,PER,NL	8845204 	8994854 	9066851 	9138724 	9189031 	9205496 	9166117 	9094953 	9010255 	8928175 	8858104 	8802727 	8742121 	8663703 	8563449 	8451440 	8339769 	8234738 
A,LMIGR,F,TOTAL,PER,NO	2687938 	2712413 	2723953 	2773360 	2826230 	2875269 	2914049 	2942462 	2961118 	2972042 	2978578 	2985063 	2992675 	2996396 	2992729 	2984458 	2976364 	2969640 
A,LMIGR,F,TOTAL,PER,PL	19443954 	20004396 	19894746 	19278375 	18708311 	18257994 	17806754 	17361086 	16913995 	16460243 	15978063 	15471125 	14979005 	14525567 	14151810 	13868726 	13676137 	13541836 
A,LMIGR,F,TOTAL,PER,PT	5428941 	5452080 	5423511 	5329646 	5236845 	5141081 	5028848 	4898087 	4755939 	4613633 	4477705 	4353742 	4248567 	4170466 	4119146 	4085834 	4064571 	4054982 
A,LMIGR,F,TOTAL,PER,RO	9802644 	9801765 	9675428 	9303371 	8968303 	8669853 	8391353 	8122012 	7868109 	7610133 	7366324 	7152971 	6986493 	6859887 	6775123 	6721705 	6696263 	6684072 
A,LMIGR,F,TOTAL,PER,SE	5191619 	5249812 	5294033 	5381078 	5451157 	5517235 	5581166 	5639863 	5686647 	5716263 	5726627 	5731410 	5734835 	5729121 	5707399 	5674853 	5644343 	5613953 
A,LMIGR,F,TOTAL,PER,SI	1049485 	1054005 	1048865 	1032959 	1016673 	1001319 	985268 	965707 	942131 	916006 	890172 	866668 	846706 	830373 	817256 	806993 	798802 	791349 
A,LMIGR,F,TOTAL,PER,SK	2776809 	2837872 	2833545 	2789742 	2742411 	2703110 	2664930 	2625884 	2583779 	2534833 	2477125 	2415912 	2358741 	2309904 	2272124 	2245204 	2227948 	2217346 
A,LMIGR,M,TOTAL,PER,AT	4425485 	4453939 	4447117 	4467725 	4488473 	4499347 	4498153 	4487516 	4465695 	4439567 	4415201 	4394960 	4375955 	4355542 	4336004 	4319514 	4308036 	4299661 
A,LMIGR,M,TOTAL,PER,BE	5733645 	5783134 	5811510 	5855228 	5889401 	5917420 	5930408 	5925276 	5903012 	5874007 	5845895 	5822788 	5802550 	5777267 	5742354 	5700758 	5656522 	5610103 
A,LMIGR,M,TOTAL,PER,BG	3311311 	3335983 	3285875 	3141795 	3017660 	2920876 	2836770 	2756861 	2678370 	2597385 	2516711 	2445408 	2387757 	2343337 	2311821 	2291210 	2276776 	2263413 
A,LMIGR,M,TOTAL,PER,CH	4338203 	4375270 	4405822 	4480046 	4534068 	4570405 	4595201 	4611888 	4615037 	4606414 	4591471 	4574000 	4556181 	4539185 	4525809 	4518064 	4517104 	4518679 
A,LMIGR,M,TOTAL,PER,CY	441083 	449099 	453546 	455710 	453968 	450376 	446343 	443247 	441207 	439723 	437757 	434753 	431147 	427847 	425481 	425107 	426462 	428701 
A,LMIGR,M,TOTAL,PER,CZ	5183775 	5355219 	5365539 	5288004 	5218511 	5193036 	5182009 	5166452 	5138882 	5091145 	5023479 	4956784 	4910796 	4882608 	4866038 	4854127 	4840819 	4820361 
A,LMIGR,M,TOTAL,PER,DE	41066785 	41630865 	41781629 	41543170 	41196785 	40812976 	40373486 	39942924 	39538925 	39171284 	38878984 	38619195 	38345080 	38057844 	37804273 	37590474 	37410029 	37240189 
A,LMIGR,M,TOTAL,PER,DK	2922915 	2946143 	2961004 	2978017 	2978578 	2966175 	2944550 	2919669 	2897884 	2881157 	2866220 	2849487 	2830266 	2805906 	2778570 	2752077 	2730526 	2712940 
A,LMIGR,M,TOTAL,PER,EA20	169571307 	170854779 	171125524 	170462544 	169479506 	168308026 	166690662 	164586437 	162045461 	159325505 	156759300 	154526763 	152604302 	150857477 	149175569 	147502904 	145857074 	144260002 
A,LMIGR,M,TOTAL,PER,EE	633415 	649214 	651503 	645063 	639237 	637994 	637469 	636462 	634050 	628890 	621635 	614253 	607917 	602171 	597645 	594667 	592746 	590517 
A,LMIGR,M,TOTAL,PER,EL	5114747 	5090156 	5027893 	4837665 	4650748 	4475027 	4306411 	4133016 	3951809 	3772807 	3605929 	3462211 	3350879 	3269019 	3211704 	3171574 	3139952 	3113637 
A,LMIGR,M,TOTAL,PER,ES	23237152 	23462344 	23538388 	23443594 	23292873 	23135225 	22903085 	22515794 	21968705 	21328109 	20679957 	20108975 	19660074 	19314746 	19017679 	18710456 	18384430 	18052350 
A,LMIGR,M,TOTAL,PER,EU27_2020	218344994 	220155151 	220211922 	218565745 	216634828 	214729265 	212485093 	209782719 	206618078 	203197963 	199864496 	196884832 	194333815 	192067198 	189986327 	188008758 	186134620 	184331833 
A,LMIGR,M,TOTAL,PER,FI	2743101 	2769218 	2778879 	2765425 	2740176 	2709757 	2677496 	2643025 	2604892 	2566454 	2527014 	2485137 	2439520 	2389460 	2334776 	2280125 	2228989 	2181049 
A,LMIGR,M,TOTAL,PER,FR	32835985 	32998556 	33132128 	33285277 	33366939 	33374617 	33249948 	33025403 	32724199 	32393355 	32083841 	31819086 	31567314 	31296870 	30987836 	30659235 	30318085 	29970465 
A,LMIGR,M,TOTAL,PER,HR	1862293 	1859696 	1834604 	1771670 	1718161 	1665916 	1616576 	1570524 	1527351 	1486773 	1449099 	1413083 	1380877 	1352751 	1328052 	1306142 	1285747 	1267854 
A,LMIGR,M,TOTAL,PER,HU	4644875 	4644700 	4615606 	4547178 	4484510 	4432113 	4391679 	4353163 	4317905 	4279988 	4233929 	4188375 	4153310 	4127904 	4113170 	4105781 	4103240 	4102556 
A,LMIGR,M,TOTAL,PER,IE	2503707 	2550384 	2570565 	2607935 	2645309 	2686537 	2722539 	2742900 	2740597 	2720429 	2692214 	2664607 	2643243 	2625806 	2605889 	2578923 	2544718 	2507324 
A,LMIGR,M,TOTAL,PER,IS	193095 	198654 	206741 	223740 	238745 	251970 	263209 	272715 	280938 	288302 	294388 	298781 	301359 	302138 	301462 	300178 	298901 	297872 
A,LMIGR,M,TOTAL,PER,IT	28818956 	28822758 	28708546 	28472248 	28235610 	27967302 	27592111 	27057948 	26373208 	25616431 	24900812 	24307227 	23842812 	23443150 	23036317 	22593039 	22130636 	21677094 
A,LMIGR,M,TOTAL,PER,LT	1306599 	1331395 	1326273 	1271230 	1212789 	1162992 	1117493 	1075865 	1036681 	998976 	962323 	927402 	895712 	867610 	843708 	824504 	810736 	800111 
A,LMIGR,M,TOTAL,PER,LU	325064 	333136 	345113 	371590 	394768 	414572 	431046 	444610 	455644 	464848 	472376 	477986 	481687 	483687 	484419 	484672 	485110 	485848 
A,LMIGR,M,TOTAL,PER,LV	869057 	876095 	861018 	812394 	768120 	733642 	704582 	678900 	654238 	629038 	604101 	582569 	565417 	551809 	542241 	535692 	531301 	527712 
A,LMIGR,M,TOTAL,PER,MT	270066 	276703 	284263 	304406 	321209 	334358 	344944 	353820 	361283 	366864 	369379 	368229 	363939 	357303 	349355 	341345 	334393 	328455 
A,LMIGR,M,TOTAL,PER,NL	8745468 	8828534 	8902127 	8991166 	9033650 	9028116 	8972955 	8893275 	8809611 	8741075 	8692859 	8657583 	8608408 	8534891 	8440741 	8341315 	8249287 	8168828 
A,LMIGR,M,TOTAL,PER,NO	2737332 	2755119 	2770347 	2832367 	2891557 	2943171 	2984841 	3014842 	3033929 	3045807 	3054946 	3064224 	3073136 	3076269 	3071389 	3061313 	3050570 	3040889 
A,LMIGR,M,TOTAL,PER,PL	18210293 	18478535 	18382676 	17898701 	17414596 	17031479 	16693798 	16385862 	16065301 	15712501 	15321326 	14920107 	14558964 	14251163 	14014005 	13835529 	13705545 	13599922 
A,LMIGR,M,TOTAL,PER,PT	4923101 	4940817 	4928879 	4861115 	4783089 	4699536 	4604244 	4497452 	4386752 	4281284 	4185274 	4102619 	4037664 	3992198 	3963328 	3946339 	3940239 	3947647 
A,LMIGR,M,TOTAL,PER,RO	9239811 	9228527 	9114126 	8785309 	8497588 	8257623 	8048335 	7847514 	7653947 	7454323 	7269529 	7113490 	6998841 	6916159 	6865881 	6835573 	6820659 	6810869 
A,LMIGR,M,TOTAL,PER,SE	5260707 	5311265 	5361572 	5464197 	5543879 	5619937 	5697290 	5766761 	5820328 	5855959 	5874002 	5884418 	5889579 	5882644 	5861273 	5831557 	5799981 	5761770 
A,LMIGR,M,TOTAL,PER,SI	1057695 	1062704 	1058586 	1045353 	1030293 	1015860 	1001948 	985839 	966323 	944078 	921736 	901086 	884207 	871087 	860289 	850707 	841662 	832702 
A,LMIGR,M,TOTAL,PER,SK	2657903 	2686032 	2682957 	2654580 	2617908 	2586456 	2559425 	2532641 	2501279 	2461513 	2412914 	2363014 	2319900 	2286419 	2263478 	2248316 	2237994 	2229755 
A,LMIGR,T,TOTAL,PER,AT	8978929 	9073118 	9069696 	9103761 	9141171 	9166345 	9167218 	9146700 	9097552 	9031963 	8965453 	8909452 	8860187 	8809624 	8760250 	8716632 	8683806 	8659190 
A,LMIGR,T,TOTAL,PER,BE	11617623 	11730662 	11787940 	11875248 	11952562 	12022201 	12058807 	12054976 	12012661 	11952407 	11891017 	11838110 	11789572 	11728723 	11646553 	11549536 	11447866 	11343042 
A,LMIGR,T,TOTAL,PER,BG	6838937 	6941042 	6839185 	6523721 	6253170 	6042926 	5857141 	5681092 	5510453 	5334991 	5157966 	4996850 	4861474 	4752641 	4671122 	4615587 	4578770 	4547840 
A,LMIGR,T,TOTAL,PER,CH	8738791 	8831768 	8889559 	9024109 	9127757 	9202443 	9254654 	9290777 	9298365 	9277589 	9240071 	9198106 	9157693 	9118597 	9084652 	9060848 	9052475 	9052706 
A,LMIGR,T,TOTAL,PER,CY	904705 	926006 	933522 	932431 	925063 	915337 	904945 	896221 	889270 	883151 	876008 	866729 	856570 	847398 	840741 	838755 	841130 	846367 
A,LMIGR,T,TOTAL,PER,CZ	10516707 	10963888 	10972396 	10751274 	10565604 	10482925 	10428116 	10369542 	10294920 	10183581 	10029437 	9870406 	9748017 	9665186 	9612144 	9574985 	9544414 	9506873 
A,LMIGR,T,TOTAL,PER,DE	83237124 	84551929 	84780615 	84142291 	83376919 	82615618 	81739552 	80826983 	79891779 	78965374 	78174294 	77505134 	76859579 	76198985 	75597603 	75075700 	74639743 	74248258 
A,LMIGR,T,TOTAL,PER,DK	5873420 	5927971 	5954467 	5980950 	5977535 	5948572 	5899446 	5843467 	5793043 	5750732 	5709902 	5665473 	5618609 	5565573 	5508171 	5450688 	5401715 	5362704 
A,LMIGR,T,TOTAL,PER,EA20	346668189 	349789230 	350271466 	348730628 	346768119 	344543420 	341294503 	336880232 	331384946 	325302430 	319358423 	314045680 	309384093 	305148755 	301156918 	297318361 	293655802 	290137169 
A,LMIGR,T,TOTAL,PER,EE	1331796 	1371817 	1370961 	1342741 	1319263 	1307781 	1298116 	1288079 	1276383 	1260868 	1242766 	1225349 	1210517 	1197088 	1186004 	1178426 	1174183 	1170239 
A,LMIGR,T,TOTAL,PER,EL	10459782 	10416542 	10296573 	9940104 	9595015 	9265423 	8938077 	8589796 	8214776 	7834155 	7469885 	7146091 	6883600 	6682175 	6535809 	6430633 	6348311 	6279944 
A,LMIGR,T,TOTAL,PER,ES	47432893 	47980384 	48221513 	48199636 	48064243 	47908821 	47580732 	46914491 	45882967 	44603120 	43244490 	41975312 	40899448 	40023051 	39277888 	38552631 	37813372 	37064103 
A,LMIGR,T,TOTAL,PER,EU27_2020	446735291 	451385792 	451379171 	447543392 	443432684 	439515371 	434724383 	428814029 	421809992 	414099061 	406391054 	399330991 	393140284 	387602917 	382582513 	377956492 	373735756 	369769501 
A,LMIGR,T,TOTAL,PER,FI	5548241 	5608235 	5622877 	5586161 	5528519 	5459010 	5381144 	5297175 	5207513 	5119826 	5033514 	4946320 	4853562 	4751573 	4639566 	4526807 	4421250 	4323457 
A,LMIGR,T,TOTAL,PER,FR	67871925 	68227636 	68509305 	68869665 	69103425 	69168510 	68902064 	68377005 	67671671 	66883159 	66115690 	65424195 	64755347 	64046673 	63265233 	62470761 	61681026 	60882314 
A,LMIGR,T,TOTAL,PER,HR	3862305 	3854381 	3796159 	3653037 	3528522 	3405815 	3286068 	3170790 	3061614 	2959889 	2867136 	2780494 	2703748 	2637400 	2581286 	2534276 	2492945 	2458114 
A,LMIGR,T,TOTAL,PER,HU	9689010 	9689361 	9619076 	9445788 	9284422 	9143407 	9026481 	8916598 	8818303 	8717905 	8599455 	8479061 	8380374 	8306221 	8258667 	8228928 	8212127 	8202493 
A,LMIGR,T,TOTAL,PER,IE	5060004 	5174288 	5224047 	5314513 	5407152 	5507748 	5595221 	5649268 	5654646 	5619925 	5564592 	5504529 	5450169 	5400463 	5347726 	5284818 	5209483 	5126700 
A,LMIGR,T,TOTAL,PER,IS	376248 	386331 	399950 	428861 	454931 	478237 	498179 	515135 	530001 	543581 	555421 	564752 	571245 	574858 	575974 	575755 	575275 	575041 
A,LMIGR,T,TOTAL,PER,IT	59030133 	59058615 	58778052 	58167514 	57590590 	56977206 	56152467 	55000710 	53525152 	51857125 	50218829 	48807376 	47676672 	46732393 	45835755 	44914849 	43985894 	43078433 
A,LMIGR,T,TOTAL,PER,LT	2805998 	2869396 	2847328 	2704063 	2560039 	2437312 	2321339 	2211188 	2105948 	2005911 	1911916 	1825910 	1750463 	1684915 	1629284 	1585063 	1554867 	1534295 
A,LMIGR,T,TOTAL,PER,LU	645397 	662537 	685612 	736237 	781626 	821453 	855167 	883354 	906592 	926060 	942052 	954118 	962412 	967259 	969422 	970244 	971051 	972329 
A,LMIGR,T,TOTAL,PER,LV	1875757 	1894146 	1856809 	1741535 	1637816 	1555750 	1484155 	1418933 	1356431 	1294324 	1234345 	1182664 	1140869 	1106753 	1081369 	1063876 	1053439 	1046259 
A,LMIGR,T,TOTAL,PER,MT	520971 	532640 	545136 	578406 	606294 	628116 	645696 	660725 	673922 	684576 	690547 	690546 	685064 	675241 	662618 	649206 	637164 	626778 
A,LMIGR,T,TOTAL,PER,NL	17590672 	17823388 	17968978 	18129890 	18222681 	18233612 	18139072 	17988228 	17819866 	17669250 	17550963 	17460310 	17350529 	17198594 	17004190 	16792755 	16589056 	16403566 
