A,HMIGR,F,TOTAL,PER,NO	2687938 	2712413 	2738793 	2831597 	2932750 	3031804 	3122541 	3203244 	3273894 	3337144 	3396642 	3455359 	3513538 	3565635 	3608311 	3643875 	3676071 	3706117 
A,HMIGR,F,TOTAL,PER,PL	19443954 	20004396 	20002364 	19500986 	19062613 	18758555 	18455903 	18161632 	17869592 	17574620 	17253371 	16906641 	16571452 	16270226 	16043392 	15902252 	15849261 	15854945 
A,HMIGR,F,TOTAL,PER,PT	5428941 	5452080 	5440797 	5379337 	5323626 	5270608 	5205633 	5126379 	5040083 	4958192 	4887254 	4832337 	4799519 	4798164 	4826661 	4875536 	4938123 	5014212 
A,HMIGR,F,TOTAL,PER,RO	9802644 	9801765 	9711587 	9412080 	9152123 	8930302 	8726846 	8530846 	8349504 	8164232 	7993147 	7851325 	7753606 	7691896 	7668042 	7672373 	7702346 	7743558 
A,HMIGR,F,TOTAL,PER,SE	5191619 	5249812 	5341791 	5546175 	5741544 	5938014 	6135660 	6329576 	6509867 	6672595 	6821542 	6962869 	7095293 	7210072 	7300770 	7372682 	7436866 	7492142 
A,HMIGR,F,TOTAL,PER,SI	1049485 	1054005 	1058233 	1061374 	1064350 	1068855 	1072765 	1073198 	1069769 	1064490 	1059975 	1057372 	1057192 	1059531 	1063906 	1070246 	1077749 	1084772 
A,HMIGR,F,TOTAL,PER,SK	2776809 	2837872 	2839687 	2796126 	2750732 	2714987 	2680927 	2646673 	2610097 	2567420 	2516647 	2462999 	2413956 	2373836 	2345353 	2328312 	2321547 	2322427 
A,HMIGR,M,TOTAL,PER,AT	4425485 	4453939 	4491105 	4588024 	4681221 	4767403 	4841120 	4899560 	4944461 	4983896 	5024123 	5066853 	5106676 	5139815 	5168055 	5193603 	5219061 	5243561 
A,HMIGR,M,TOTAL,PER,BE	5733645 	5783134 	5855829 	6001898 	6138953 	6269710 	6383423 	6474578 	6545593 	6606258 	6665373 	6725015 	6781431 	6824932 	6850411 	6861140 	6862358 	6855949 
A,HMIGR,M,TOTAL,PER,BG	3311311 	3335983 	3305909 	3193697 	3101257 	3037036 	2985510 	2938352 	2892994 	2845661 	2799498 	2762744 	2739901 	2730460 	2734173 	2749258 	2771751 	2796079 
A,HMIGR,M,TOTAL,PER,CH	4338203 	4375270 	4438058 	4590634 	4726927 	4848822 	4957627 	5051505 	5127774 	5190278 	5246172 	5298940 	5346210 	5386996 	5424409 	5461684 	5500931 	5540115 
A,HMIGR,M,TOTAL,PER,CY	441083 	449099 	459944 	476349 	489098 	499991 	509198 	517423 	525496 	533768 	541555 	548175 	553359 	557437 	561279 	565982 	571954 	578811 
A,HMIGR,M,TOTAL,PER,CZ	5183775 	5355219 	5410471 	5400732 	5405361 	5458564 	5526776 	5590669 	5643546 	5678603 	5699135 	5719645 	5754994 	5803811 	5859687 	5916671 	5970804 	6016704 
A,HMIGR,M,TOTAL,PER,DE	41066785 	41630865 	42262482 	42843783 	43279875 	43719761 	44095120 	44426047 	44754283 	45107337 	45523293 	45958077 	46339402 	46645726 	46921252 	47173468 	47401388 	47593645 
A,HMIGR,M,TOTAL,PER,DK	2922915 	2946143 	2986410 	3057680 	3114837 	3161300 	3199017 	3232248 	3264708 	3300716 	3338956 	3374658 	3404972 	3426786 	3440312 	3450227 	3461790 	3475110 
A,HMIGR,M,TOTAL,PER,EA20	169571307 	170854779 	172694138 	175098099 	177131499 	179065126 	180546923 	181448195 	181878037 	182109339 	182462593 	183096564 	183919568 	184727261 	185390344 	185853212 	186146579 	186336754 
A,HMIGR,M,TOTAL,PER,EE	633415 	649214 	658559 	663655 	669073 	678446 	687935 	696367 	702960 	706499 	707728 	708121 	708724 	708990 	709653 	711266 	713632 	715595 
A,HMIGR,M,TOTAL,PER,EL	5114747 	5090156 	5057834 	4955115 	4857044 	4767792 	4682841 	4590545 	4488590 	4387469 	4296826 	4226917 	4185781 	4169085 	4171080 	4184351 	4200286 	4216150 
A,HMIGR,M,TOTAL,PER,ES	23237152 	23462344 	23922396 	24500429 	24968873 	25430919 	25803736 	26001169 	26030481 	25951712 	25844687 	25791696 	25827918 	25923030 	26016608 	26055268 	26031633 	25968485 
A,HMIGR,M,TOTAL,PER,EU27_2020	218344994 	220155151 	222101654 	224140375 	225863649 	227715577 	229217317 	230158564 	230591742 	230745696 	230959372 	231458188 	232230173 	233058906 	233825110 	234452644 	234962938 	235377501 
A,HMIGR,M,TOTAL,PER,FI	2743101 	2769218 	2796980 	2813351 	2816969 	2817088 	2815426 	2812034 	2805669 	2799830 	2793578 	2784737 	2771247 	2751821 	2726013 	2698499 	2673038 	2649704 
A,HMIGR,M,TOTAL,PER,FR	32835985 	32998556 	33279002 	33799520 	34280979 	34717537 	35043905 	35275214 	35446349 	35609115 	35803075 	36049210 	36308676 	36539062 	36721822 	36870283 	36985356 	37078725 
A,HMIGR,M,TOTAL,PER,HR	1862293 	1859696 	1855267 	1829822 	1810880 	1792559 	1775999 	1761498 	1748738 	1737513 	1728035 	1718733 	1711103 	1705171 	1700435 	1696621 	1693144 	1691810 
A,HMIGR,M,TOTAL,PER,HU	4644875 	4644700 	4645342 	4641383 	4643520 	4657056 	4681624 	4706318 	4732838 	4756077 	4771253 	4785963 	4808752 	4838114 	4873672 	4912998 	4954358 	4996361 
A,HMIGR,M,TOTAL,PER,IE	2503707 	2550384 	2602926 	2709138 	2815830 	2924090 	3022289 	3100922 	3155025 	3189006 	3211529 	3231481 	3253044 	3271787 	3280838 	3276937 	3261845 	3241029 
A,HMIGR,M,TOTAL,PER,IS	193095 	198654 	208857 	230209 	249510 	266997 	282372 	295845 	307881 	318746 	328215 	335769 	341208 	344497 	346013 	346587 	346937 	347385 
A,HMIGR,M,TOTAL,PER,IT	28818956 	28822758 	28903130 	29152115 	29423172 	29677362 	29830187 	29826197 	29678815 	29457882 	29280666 	29222584 	29280027 	29374108 	29424320 	29397429 	29312805 	29204995 
A,HMIGR,M,TOTAL,PER,LT	1306599 	1331395 	1343991 	1325973 	1302290 	1284485 	1267759 	1251912 	1235884 	1218985 	1200587 	1180915 	1161146 	1141640 	1123494 	1107973 	1096842 	1088689 
A,HMIGR,M,TOTAL,PER,LU	325064 	333136 	346603 	375997 	401935 	424354 	443212 	458903 	471840 	482716 	491813 	498821 	503713 	506673 	508124 	508902 	509732 	510809 
A,HMIGR,M,TOTAL,PER,LV	869057 	876095 	868615 	831782 	798264 	774193 	754975 	738664 	722994 	706458 	689861 	676232 	666432 	659647 	656430 	655912 	657578 	660167 
A,HMIGR,M,TOTAL,PER,MT	270066 	276703 	294603 	336362 	372697 	403677 	430198 	452951 	472234 	488436 	500480 	507355 	509117 	506314 	499978 	491660 	483050 	474815 
A,HMIGR,M,TOTAL,PER,NL	8745468 	8828534 	8980573 	9206666 	9381480 	9514095 	9603878 	9665832 	9717159 	9780869 	9864957 	9959385 	10033694 	10074523 	10085011 	10080781 	10076463 	10077943 
A,HMIGR,M,TOTAL,PER,NO	2737332 	2755119 	2784182 	2889285 	2996733 	3098454 	3191548 	3273668 	3344714 	3408379 	3469309 	3529715 	3587875 	3638087 	3678260 	3711377 	3741048 	3769033 
A,HMIGR,M,TOTAL,PER,PL	18210293 	18478535 	18482878 	18162996 	17849226 	17640893 	17475744 	17338767 	17188685 	17006059 	16782901 	16544205 	16337706 	16175640 	16075727 	16027506 	16023867 	16044625 
A,HMIGR,M,TOTAL,PER,PT	4923101 	4940817 	4951083 	4928159 	4898037 	4866654 	4826736 	4778240 	4728853 	4687889 	4659594 	4647250 	4654465 	4684317 	4732289 	4792934 	4865470 	4952806 
A,HMIGR,M,TOTAL,PER,RO	9239811 	9228527 	9162252 	8936350 	8749396 	8607465 	8490977 	8377927 	8268338 	8150113 	8044068 	7962740 	7916887 	7896092 	7901090 	7920483 	7951299 	7985044 
A,HMIGR,M,TOTAL,PER,SE	5260707 	5311265 	5414254 	5649438 	5868553 	6088137 	6310746 	6526088 	6722596 	6899128 	7060968 	7211669 	7347393 	7460742 	7550105 	7622289 	7682490 	7726824 
A,HMIGR,M,TOTAL,PER,SI	1057695 	1062704 	1076673 	1100029 	1118735 	1136516 	1153127 	1166026 	1174110 	1178490 	1181127 	1183541 	1187067 	1191383 	1195108 	1197374 	1198078 	1197437 
A,HMIGR,M,TOTAL,PER,SK	2657903 	2686032 	2686543 	2659932 	2626094 	2598494 	2575859 	2554113 	2528503 	2495211 	2453706 	2411466 	2376546 	2351800 	2338144 	2332829 	2332866 	2335629 
A,HMIGR,T,TOTAL,PER,AT	8978929 	9073118 	9153663 	9326681 	9498226 	9663335 	9805160 	9916632 	9996589 	10059064 	10120054 	10189414 	10258717 	10317593 	10367422 	10412468 	10458475 	10504318 
A,HMIGR,T,TOTAL,PER,BE	11617623 	11730662 	11871422 	12148478 	12419829 	12685236 	12915044 	13096906 	13235872 	13351844 	13464020 	13578241 	13686415 	13768263 	13813265 	13827685 	13823107 	13803284 
A,HMIGR,T,TOTAL,PER,BG	6838937 	6941042 	6881516 	6624593 	6414208 	6267451 	6145642 	6034197 	5929075 	5820309 	5711737 	5619405 	5553491 	5514598 	5503543 	5519478 	5556693 	5601410 
A,HMIGR,T,TOTAL,PER,CH	8738791 	8831768 	8958986 	9256808 	9532106 	9785324 	10013050 	10211510 	10373120 	10502519 	10614704 	10720628 	10816999 	10899534 	10971778 	11040062 	11110829 	11181508 
A,HMIGR,T,TOTAL,PER,CY	904705 	926006 	950199 	984404 	1011716 	1035725 	1055583 	1072908 	1089381 	1105451 	1119813 	1130825 	1138224 	1143028 	1146998 	1152701 	1161291 	1172423 
A,HMIGR,T,TOTAL,PER,CZ	10516707 	10963888 	11062623 	10952349 	10893863 	10951533 	11039896 	11126661 	11201214 	11245465 	11260064 	11270551 	11308671 	11380078 	11474795 	11581019 	11692505 	11794954 
A,HMIGR,T,TOTAL,PER,DE	83237124 	84551929 	85647481 	86440431 	87071000 	87793116 	88404326 	88901406 	89351233 	89807020 	90393422 	91095377 	91768124 	92321693 	92820897 	93290544 	93742644 	94152393 
A,HMIGR,T,TOTAL,PER,DK	5873420 	5927971 	6005940 	6140111 	6249467 	6337489 	6406323 	6466614 	6525549 	6590332 	6657905 	6720957 	6776176 	6818788 	6846586 	6864788 	6883468 	6905778 
A,HMIGR,T,TOTAL,PER,EA20	346668189 	349789230 	353248231 	357400469 	361101394 	364753392 	367411413 	368770916 	369019268 	368694032 	368500213 	368887067 	369734281 	370676773 	371481243 	372053517 	372426154 	372632765 
A,HMIGR,T,TOTAL,PER,EE	1331796 	1371817 	1384114 	1374723 	1370213 	1377505 	1385815 	1393020 	1398106 	1399176 	1397809 	1396128 	1395642 	1395094 	1395503 	1398376 	1403975 	1409475 
A,HMIGR,T,TOTAL,PER,EL	10459782 	10416542 	10344173 	10124985 	9922810 	9735747 	9549288 	9340404 	9104460 	8863355 	8638384 	8452216 	8323640 	8250254 	8224910 	8234067 	8259127 	8290624 
A,HMIGR,T,TOTAL,PER,ES	47432893 	47980384 	49007758 	50357909 	51482618 	52592001 	53501782 	54034606 	54178730 	54046334 	53798181 	53595855 	53519687 	53552463 	53613334 	53592809 	53461114 	53242383 
A,HMIGR,T,TOTAL,PER,EU27_2020	446735291 	451385792 	454984061 	457933323 	460642494 	463810377 	466137522 	467208244 	467145913 	466394758 	465663451 	465512819 	465986744 	466723944 	467530721 	468290339 	469035768 	469694651 
A,HMIGR,T,TOTAL,PER,FI	5548241 	5608235 	5658144 	5677310 	5674944 	5664104 	5645547 	5622078 	5594546 	5570911 	5550160 	5528644 	5500161 	5459905 	5406451 	5348829 	5295318 	5247129 
A,HMIGR,T,TOTAL,PER,FR	67871925 	68227636 	68811199 	69919517 	70967911 	71905883 	72552114 	72949682 	73195300 	73403020 	73658603 	74010868 	74386611 	74700736 	74916799 	75086101 	75214778 	75294635 
A,HMIGR,T,TOTAL,PER,HR	3862305 	3854381 	3825108 	3733361 	3658060 	3585370 	3515334 	3449301 	3389108 	3336350 	3292556 	3254322 	3224386 	3202774 	3189410 	3183526 	3182795 	3188938 
A,HMIGR,T,TOTAL,PER,HU	9689010 	9689361 	9670625 	9607776 	9560107 	9537146 	9538372 	9545020 	9562225 	9577873 	9577535 	9575390 	9591788 	9629039 	9685428 	9753952 	9830819 	9912606 
A,HMIGR,T,TOTAL,PER,IE	5060004 	5174288 	5290717 	5519337 	5751588 	5987950 	6201339 	6373386 	6492651 	6568584 	6617629 	6656459 	6692165 	6719084 	6728099 	6713904 	6677751 	6627416 
A,HMIGR,T,TOTAL,PER,IS	376248 	386331 	404057 	441347 	475743 	507378 	535434 	560243 	582727 	603465 	622214 	638092 	650560 	659486 	665293 	669051 	671937 	674666 
A,HMIGR,T,TOTAL,PER,IT	59030133 	59058615 	59127749 	59383799 	59724633 	60065687 	60212388 	60041052 	59559733 	58892798 	58267090 	57869707 	57735072 	57746035 	57748779 	57666767 	57514001 	57327643 
A,HMIGR,T,TOTAL,PER,LT	2805998 	2869396 	2874027 	2780187 	2684578 	2608208 	2534930 	2464035 	2395192 	2329214 	2266777 	2209131 	2158198 	2113091 	2074286 	2044124 	2026423 	2018173 
A,HMIGR,T,TOTAL,PER,LU	645397 	662537 	688547 	744584 	795192 	840042 	878392 	910792 	937843 	960692 	979893 	994890 	1005725 	1012680 	1016484 	1018529 	1020260 	1022279 
A,HMIGR,T,TOTAL,PER,LV	1875757 	1894146 	1869367 	1771126 	1683709 	1618145 	1562612 	1513143 	1466227 	1419625 	1375129 	1338539 	1311350 	1291331 	1279585 	1275512 	1278934 	1285907 
A,HMIGR,T,TOTAL,PER,MT	520971 	532640 	562117 	631057 	691788 	744069 	789262 	828770 	863215 	893213 	916952 	932430 	939291 	938208 	930632 	918966 	906183 	893629 
A,HMIGR,T,TOTAL,PER,NL	17590672 	17823388 	18129430 	18557623 	18911005 	19195155 	19387450 	19518166 	19619667 	19735689 	19885438 	20059056 	20202128 	20285510 	20306928 	20291378 	20266145 	20244833 
A,HMIGR,T,TOTAL,PER,NO	5425270 	5467532 	5522975 	5720882 	5929483 	6130258 	6314089 	6476912 	6618608 	6745523 	6865951 	6985074 	7101413 	7203722 	7286571 	7355252 	7417119 	7475150 
A,HMIGR,T,TOTAL,PER,PL	37654247 	38482931 	38485242 	37663982 	36911839 	36399448 	35931647 	35500399 	35058277 	34580679 	34036272 	33450846 	32909158 	32445866 	32119119 	31929758 	31873128 	31899570 
A,HMIGR,T,TOTAL,PER,PT	10352042 	10392897 	10391880 	10307496 	10221663 	10137262 	10032369 	9904619 	9768936 	9646081 	9546848 	9479587 	9453984 	9482481 	9558950 	9668470 	9803593 	9967018 
A,HMIGR,T,TOTAL,PER,RO	19042455 	19030292 	18873839 	18348430 	17901519 	17537767 	17217823 	16908773 	16617842 	16314345 	16037215 	15814065 	15670493 	15587988 	15569132 	15592856 	15653645 	15728602 
A,HMIGR,T,TOTAL,PER,SE	10452326 	10561077 	10756045 	11195613 	11610097 	12026151 	12446406 	12855664 	13232463 	13571723 	13882510 	14174538 	14442686 	14670814 	14850875 	14994971 	15119356 	15218966 
A,HMIGR,T,TOTAL,PER,SI	2107180 	2116709 	2134906 	2161403 	2183085 	2205371 	2225892 	2239224 	2243879 	2242980 	2241102 	2240913 	2244259 	2250914 	2259014 	2267620 	2275827 	2282209 
A,HMIGR,T,TOTAL,PER,SK	5434712 	5523904 	5526230 	5456058 	5376826 	5313481 	5256786 	5200786 	5138600 	5062631 	4970353 	4874465 	4790502 	4725636 	4683497 	4661141 	4654413 	4658056 
A,LFRT,F,TOTAL,PER,AT	4553444 	4619179 	4625942 	4631190 	4641087 	4652702 	4654717 	4642491 	4607532 	4554491 	4496445 	4445475 	4400255 	4353295 	4303026 	4249701 	4196430 	4146338 
A,LFRT,F,TOTAL,PER,BE	5883978 	5947528 	5973609 	6004173 	6036453 	6070196 	6089495 	6085399 	6053480 	6001086 	5942229 	5886251 	5831821 	5768616 	5689838 	5595078 	5489517 	5379283 
A,LFRT,F,TOTAL,PER,BG	3527626 	3605059 	3553410 	3369413 	3212784 	3091680 	2983151 	2878534 	2775578 	2668209 	2558390 	2455519 	2365145 	2288137 	2225419 	2176710 	2139339 	2107442 
A,LFRT,F,TOTAL,PER,CH	4400588 	4456498 	4485227 	4545927 	4601074 	4649948 	4689898 	4719442 	4728659 	4714343 	4686619 	4657839 	4631184 	4602560 	4570832 	4536549 	4504100 	4475496 
A,LFRT,F,TOTAL,PER,CY	463622 	476907 	483006 	485082 	485158 	485067 	484370 	483402 	481990 	479726 	476435 	471864 	466438 	460732 	455285 	451082 	448449 	447513 
A,LFRT,F,TOTAL,PER,CZ	5332932 	5608669 	5608303 	5436957 	5300817 	5229069 	5173001 	5115186 	5048124 	4959144 	4845623 	4727902 	4626596 	4545542 	4480474 	4422646 	4368925 	4315207 
A,LFRT,F,TOTAL,PER,DE	42170339 	42921064 	43036629 	42568864 	42103973 	41726586 	41318222 	40840667 	40263026 	39599406 	38976369 	38456085 	37981046 	37486421 	36979408 	36454891 	35930160 	35427679 
A,LFRT,F,TOTAL,PER,DK	2950505 	2981828 	2993721 	2998148 	2992570 	2979116 	2958446 	2933134 	2904576 	2872361 	2838149 	2804503 	2773173 	2740236 	2702214 	2656930 	2609418 	2566676 
A,LFRT,F,TOTAL,PER,EA20	177096882 	178934451 	179251412 	178205971 	177106012 	176065882 	174571576 	172373163 	169386806 	165772590 	162026756 	158583266 	155502985 	152643778 	149866594 	147034573 	144128561 	141231436 
A,LFRT,F,TOTAL,PER,EE	698381 	722603 	719967 	695905 	676571 	665092 	654879 	644457 	633145 	620077 	606112 	592987 	581291 	570146 	559784 	550775 	543397 	536444 
A,LFRT,F,TOTAL,PER,EL	5345035 	5326386 	5262405 	5085398 	4920893 	4764373 	4606812 	4434381 	4241871 	4037753 	3835899 	3652178 	3498842 	3377917 	3287237 	3217587 	3158018 	3105379 
A,LFRT,F,TOTAL,PER,ES	24195741 	24518040 	24819243 	25070532 	25236229 	25392787 	25455602 	25330154 	24988325 	24466411 	23846181 	23218879 	22645490 	22149675 	21714997 	21276237 	20800283 	20290718 
A,LFRT,F,TOTAL,PER,EU27_2020	228390297 	231230641 	231240149 	228681519 	226233088 	224129906 	221639197 	218440652 	214418616 	209675730 	204718118 	200070941 	195892483 	192042607 	188405634 	184819234 	181270091 	177813456 
A,LFRT,F,TOTAL,PER,FI	2805140 	2839017 	2843124 	2809669 	2767990 	2721808 	2671422 	2617534 	2560255 	2502432 	2445541 	2390509 	2334489 	2274049 	2207726 	2138427 	2070015 	2005441 
A,LFRT,F,TOTAL,PER,FR	35035940 	35229080 	35311993 	35355394 	35365272 	35313385 	35101961 	34733006 	34221086 	33599220 	32953349 	32350528 	31779380 	31196834 	30569431 	29909790 	29222223 	28520546 
A,LFRT,F,TOTAL,PER,HR	2000012 	1994685 	1959487 	1871482 	1794075 	1719344 	1646483 	1574876 	1505398 	1439349 	1379336 	1324793 	1277320 	1236579 	1202519 	1173835 	1148361 	1127303 
A,LFRT,F,TOTAL,PER,HU	5044135 	5044661 	4996331 	4870657 	4755075 	4654449 	4568735 	4485264 	4404588 	4318234 	4220123 	4121371 	4035242 	3963101 	3904340 	3851503 	3802471 	3758704 
A,LFRT,F,TOTAL,PER,IE	2556297 	2623904 	2660075 	2721496 	2785263 	2852142 	2910926 	2950900 	2963016 	2948939 	2918569 	2880816 	2840778 	2799342 	2754920 	2703390 	2641714 	2572446 
A,LFRT,F,TOTAL,PER,IS	183153 	187677 	193257 	204710 	215349 	225137 	233622 	240771 	246712 	251825 	256279 	259977 	262758 	264402 	264752 	264058 	262731 	261325 
A,LFRT,F,TOTAL,PER,IT	30211177 	30235857 	30071516 	29698143 	29368742 	29048866 	28643672 	28077790 	27333868 	26447987 	25531453 	24713026 	24046038 	23500647 	23004861 	22500378 	21976433 	21447673 
A,LFRT,F,TOTAL,PER,LT	1499399 	1538001 	1520665 	1427584 	1339843 	1266741 	1196897 	1128468 	1061322 	996823 	937481 	885135 	840451 	801687 	767954 	739819 	719398 	705751 
A,LFRT,F,TOTAL,PER,LU	320333 	329401 	339861 	361697 	381707 	399720 	415039 	427616 	437505 	444887 	450095 	453342 	454857 	454659 	452852 	449703 	445834 	441985 
A,LFRT,F,TOTAL,PER,LV	1006700 	1018051 	995156 	924180 	861442 	811342 	766695 	724808 	684256 	644370 	606428 	573585 	546334 	523207 	504799 	491071 	482118 	475709 
A,LFRT,F,TOTAL,PER,MT	250905 	255937 	263273 	281040 	296469 	309279 	319957 	329112 	337165 	343945 	348690 	350829 	350160 	346854 	341238 	334013 	326289 	318807 
A,LFRT,F,TOTAL,PER,NL	8845204 	8994854 	9072778 	9120052 	9146013 	9148651 	9106737 	9033876 	8936346 	8822665 	8712028 	8618467 	8525303 	8415651 	8278153 	8114173 	7934757 	7757497 
A,LFRT,F,TOTAL,PER,NO	2687938 	2712413 	2721051 	2766390 	2817284 	2865329 	2904592 	2933793 	2950815 	2955927 	2954315 	2952243 	2951396 	2946109 	2931691 	2908734 	2881259 	2852795 
A,LFRT,F,TOTAL,PER,PL	19443954 	20004396 	19883442 	19175705 	18536647 	18033587 	17537977 	17041176 	16528543 	15996385 	15434017 	14849824 	14280710 	13746585 	13287090 	12907856 	12608824 	12368694 
A,LFRT,F,TOTAL,PER,PT	5428941 	5452080 	5416275 	5299553 	5187021 	5077329 	4957419 	4820732 	4670797 	4516135 	4365896 	4229701 	4115803 	4031319 	3973733 	3931274 	3897525 	3875342 
A,LFRT,F,TOTAL,PER,RO	9802644 	9801765 	9658062 	9238851 	8864838 	8535819 	8231991 	7932865 	7640543 	7336565 	7045430 	6787232 	6577475 	6406431 	6274265 	6166751 	6080372 	6006992 
A,LFRT,F,TOTAL,PER,SE	5191619 	5249812 	5295468 	5385817 	5464345 	5540304 	5614320 	5681330 	5729858 	5752242 	5749630 	5741324 	5731157 	5708797 	5665238 	5602265 	5532181 	5458305 
A,LFRT,F,TOTAL,PER,SI	1049485 	1054005 	1050113 	1035586 	1020967 	1007658 	994015 	976720 	954726 	929214 	903509 	879861 	859418 	842160 	827562 	814798 	802879 	791011 
A,LFRT,F,TOTAL,PER,SK	2776809 	2837872 	2826295 	2758951 	2690844 	2632814 	2576256 	2516774 	2451697 	2377674 	2294711 	2208955 	2127471 	2053988 	1991271 	1938551 	1894761 	1858571 
A,LFRT,M,TOTAL,PER,AT	4425485 	4453939 	4451862 	4468739 	4486189 	4497365 	4498786 	4487845 	4459633 	4420357 	4379919 	4343787 	4308701 	4269634 	4227055 	4181115 	4134250 	4088941 
A,LFRT,M,TOTAL,PER,BE	5733645 	5783134 	5809981 	5844611 	5870816 	5893743 	5904977 	5896368 	5863165 	5812749 	5757878 	5706604 	5657606 	5601265 	5530675 	5445081 	5348186 	5246253 
A,LFRT,M,TOTAL,PER,BG	3311311 	3335983 	3284174 	3128503 	2994318 	2889411 	2797779 	2708487 	2618081 	2522935 	2427444 	2341772 	2270184 	2211887 	2166454 	2130944 	2100592 	2072294 
A,LFRT,M,TOTAL,PER,CH	4338203 	4375270 	4403766 	4472820 	4527028 	4569038 	4601635 	4623708 	4626672 	4610582 	4585115 	4558178 	4531477 	4503622 	4475366 	4446574 	4419100 	4393752 
A,LFRT,M,TOTAL,PER,CY	441083 	449099 	454584 	458444 	459314 	459183 	458462 	457925 	457468 	456656 	455174 	452897 	449979 	446807 	443730 	441603 	440428 	440122 
A,LFRT,M,TOTAL,PER,CZ	5183775 	5355219 	5365329 	5269083 	5187200 	5153252 	5135357 	5109481 	5065155 	4994064 	4900029 	4807786 	4735378 	4677870 	4628425 	4578603 	4523119 	4460734 
A,LFRT,M,TOTAL,PER,DE	41066785 	41630865 	41856532 	41632039 	41307539 	40985793 	40629317 	40248624 	39832656 	39383436 	38981675 	38618914 	38241695 	37822680 	37387863 	36925337 	36437033 	35947281 
A,LFRT,M,TOTAL,PER,DK	2922915 	2946143 	2960363 	2970700 	2968029 	2957294 	2941218 	2920668 	2897100 	2871375 	2845438 	2820005 	2794339 	2762868 	2724536 	2680730 	2636693 	2596583 
A,LFRT,M,TOTAL,PER,EA20	169571307 	170854779 	171272954 	170573006 	169576163 	168510314 	167111667 	165181500 	162645580 	159681906 	156732123 	154102332 	151788938 	149598248 	147351710 	144895952 	142238484 	139557139 
A,LFRT,M,TOTAL,PER,EE	633415 	649214 	652322 	645258 	639094 	637672 	636971 	635287 	631365 	623800 	613641 	603089 	593260 	583567 	574625 	566568 	558975 	551028 
A,LFRT,M,TOTAL,PER,EL	5114747 	5090156 	5026837 	4842588 	4665247 	4501243 	4346705 	4187173 	4017095 	3843741 	3679069 	3536990 	3427187 	3345690 	3286111 	3238302 	3192473 	3148641 
A,LFRT,M,TOTAL,PER,ES	23237152 	23462344 	23660833 	23721135 	23700822 	23677010 	23583445 	23329614 	22905369 	22362010 	21783312 	21262159 	20846877 	20517940 	20217546 	19876584 	19480695 	19056236 
A,LFRT,M,TOTAL,PER,EU27_2020	218344994 	220155151 	220322484 	218482913 	216426725 	214551089 	212468673 	209855333 	206553985 	202690410 	198753129 	195162319 	192006508 	189065003 	186160793 	183096115 	179865401 	176634181 
A,LFRT,M,TOTAL,PER,FI	2743101 	2769218 	2777976 	2754657 	2719973 	2682205 	2644945 	2605758 	2561329 	2513462 	2462864 	2409954 	2354001 	2293819 	2228373 	2160720 	2093939 	2029988 
A,LFRT,M,TOTAL,PER,FR	32835985 	32998556 	33055237 	33016722 	32928444 	32801054 	32583359 	32266927 	31831905 	31307172 	30778449 	30306701 	29871922 	29430217 	28940829 	28395217 	27796392 	27187804 
A,LFRT,M,TOTAL,PER,HR	1862293 	1859696 	1838354 	1778536 	1727886 	1679765 	1635536 	1593715 	1552621 	1511595 	1472311 	1434562 	1400352 	1369313 	1340327 	1312132 	1283802 	1258094 
A,LFRT,M,TOTAL,PER,HU	4644875 	4644700 	4611318 	4528659 	4454919 	4395740 	4350677 	4303659 	4253268 	4192861 	4121617 	4051984 	3993481 	3942814 	3899338 	3857914 	3816820 	3777956 
A,LFRT,M,TOTAL,PER,IE	2503707 	2550384 	2575532 	2619394 	2663292 	2709830 	2751343 	2776108 	2776211 	2754204 	2720086 	2684198 	2652609 	2622853 	2588420 	2543392 	2486896 	2424935 
A,LFRT,M,TOTAL,PER,IS	193095 	198654 	206794 	223347 	237937 	250860 	261872 	271030 	278516 	284672 	289313 	292291 	293530 	292921 	290632 	287337 	283721 	280345 
A,LFRT,M,TOTAL,PER,IT	28818956 	28822758 	28723816 	28528746 	28340206 	28131215 	27832582 	27380014 	26769380 	26061736 	25372272 	24794344 	24341330 	23946039 	23530216 	23048465 	22509628 	21957640 
A,LFRT,M,TOTAL,PER,LT	1306599 	1331395 	1329746 	1281516 	1231088 	1189755 	1152270 	1116856 	1081496 	1045342 	1009179 	974174 	941363 	910455 	881969 	856382 	835097 	817296 
A,LFRT,M,TOTAL,PER,LU	325064 	333136 	344410 	368586 	389554 	407352 	421902 	433404 	442084 	448333 	452479 	454744 	455247 	454045 	451362 	447704 	443704 	439885 
A,LFRT,M,TOTAL,PER,LV	869057 	876095 	861510 	811415 	766161 	731138 	701647 	675007 	648743 	621399 	594150 	570283 	550597 	534178 	521574 	511645 	503532 	496327 
A,LFRT,M,TOTAL,PER,MT	270066 	276703 	288462 	316873 	341021 	360824 	377162 	390598 	401588 	409771 	414175 	414249 	410350 	403030 	393216 	382156 	371234 	360995 
A,LFRT,M,TOTAL,PER,NL	8745468 	8828534 	8904421 	8966774 	8981989 	8959691 	8899474 	8815453 	8715280 	8609927 	8514920 	8434832 	8346518 	8235043 	8096673 	7938276 	7772379 	7615559 
